Sequence number,burst index,ip of sending device,time sent (ns),time received (ns)
824,103,"192.168.1.10",439124500068296,8134809057947
825,103,"192.168.1.10",439124500082593,8134809060369
826,103,"192.168.1.10",439124500095833,8134809062405
827,103,"192.168.1.10",439124500109111,8134809064535
828,103,"192.168.1.10",439124500122185,8134809111101
829,103,"192.168.1.10",439124500135593,8134809113625
824,103,"192.168.1.4",264224216756749,8134809115670
830,103,"192.168.1.10",439124500148815,8134809117903
831,103,"192.168.1.10",439124500162093,8134809163323
825,103,"192.168.1.4",264224216777989,8134809165645
826,103,"192.168.1.4",264224216792619,8134809171493
827,103,"192.168.1.4",264224216806415,8134809173773
828,103,"192.168.1.4",264224216820249,8134809216793
829,103,"192.168.1.4",264224216834156,8134809222779
830,103,"192.168.1.4",264224216847897,8134809225536
831,103,"192.168.1.4",264224216861638,8134809230390
832,104,"192.168.1.10",439124500339555,8134809269156
832,104,"192.168.1.4",264224216966175,8134809271441
833,104,"192.168.1.10",439124500361074,8134809273615
833,104,"192.168.1.4",264224216987360,8134809275812
834,104,"192.168.1.10",439124500374981,8134809321831
834,104,"192.168.1.4",264224217002119,8134809324397
835,104,"192.168.1.10",439124500388315,8134809326470
835,104,"192.168.1.4",264224217015860,8134809328706
836,104,"192.168.1.10",439124500401648,8134809373838
836,104,"192.168.1.4",264224217029749,8134809376170
837,104,"192.168.1.10",439124500415000,8134809378337
838,104,"192.168.1.10",439124500428296,8134809380586
837,104,"192.168.1.4",264224217043619,8134809426467
839,104,"192.168.1.10",439124500441555,8134809429075
838,104,"192.168.1.4",264224217057693,8134809431196
839,104,"192.168.1.4",264224217071545,8134809433430
840,105,"192.168.1.10",439124500547167,8134809478999
840,105,"192.168.1.4",264224217173471,8134809481692
841,105,"192.168.1.10",439124500568981,8134809483795
841,105,"192.168.1.4",264224217194601,8134809488153
842,105,"192.168.1.10",439124500583463,8134809532554
842,105,"192.168.1.4",264224217208452,8134809535287
843,105,"192.168.1.10",439124500596944,8134809537329
843,105,"192.168.1.4",264224217221989,8134809539554
844,105,"192.168.1.10",439124500610278,8134809584276
844,105,"192.168.1.4",264224217235804,8134809586716
845,105,"192.168.1.10",439124500623518,8134809588836
845,105,"192.168.1.4",264224217249489,8134809591169
846,105,"192.168.1.10",439124500636944,8134809636878
846,105,"192.168.1.4",264224217263415,8134809639366
847,105,"192.168.1.10",439124500650204,8134809641432
847,105,"192.168.1.4",264224217277193,8134809643585
848,106,"192.168.1.10",439124500755648,8134809689602
848,106,"192.168.1.4",264224217381341,8134809691977
849,106,"192.168.1.10",439124500777037,8134809694260
849,106,"192.168.1.4",264224217402952,8134809696510
850,106,"192.168.1.10",439124500790426,8134809748013
850,106,"192.168.1.4",264224217416971,8134809753785
851,106,"192.168.1.10",439124500803722,8134809759280
851,106,"192.168.1.4",264224217431378,8134809762798
852,106,"192.168.1.10",439124500816889,8134809794996
852,106,"192.168.1.4",264224217445230,8134809797462
853,106,"192.168.1.10",439124500830315,8134809799612
854,106,"192.168.1.10",439124500843611,8134809804030
853,106,"192.168.1.4",264224217459119,8134809848001
855,106,"192.168.1.10",439124500856870,8134809850462
854,106,"192.168.1.4",264224217472860,8134809852579
855,106,"192.168.1.4",264224217486804,8134809854736
856,107,"192.168.1.10",439124500963407,8134809900441
856,107,"192.168.1.4",264224217589601,8134809902802
857,107,"192.168.1.10",439124500985148,8134809904849
857,107,"192.168.1.4",264224217610638,8134809907124
858,107,"192.168.1.10",439124500999093,8134809953781
858,107,"192.168.1.4",264224217624378,8134809956305
859,107,"192.168.1.10",439124501012741,8134809958578
859,107,"192.168.1.4",264224217638230,8134809960892
860,107,"192.168.1.10",439124501026074,8134810005511
860,107,"192.168.1.4",264224217652249,8134810007834
861,107,"192.168.1.10",439124501039185,8134810009876
861,107,"192.168.1.4",264224217666156,8134810011975
862,107,"192.168.1.10",439124501052426,8134810058248
862,107,"192.168.1.4",264224217679952,8134810060874
863,107,"192.168.1.10",439124501065685,8134810062920
863,107,"192.168.1.4",264224217693786,8134810065214
864,108,"192.168.1.10",439124501173648,8134810110708
864,108,"192.168.1.4",264224217798101,8134810112969
865,108,"192.168.1.10",439124501195130,8134810115119
865,108,"192.168.1.4",264224217819026,8134810119794
866,108,"192.168.1.10",439124501209093,8134810164131
866,108,"192.168.1.4",264224217832878,8134810166769
867,108,"192.168.1.10",439124501223315,8134810168821
867,108,"192.168.1.4",264224217846526,8134810171053
868,108,"192.168.1.10",439124501236741,8134810216178
868,108,"192.168.1.4",264224217860286,8134810218775
869,108,"192.168.1.10",439124501250130,8134810220967
869,108,"192.168.1.4",264224217874008,8134810223229
870,108,"192.168.1.10",439124501263315,8134810272265
870,108,"192.168.1.4",264224217887749,8134810276537
871,108,"192.168.1.10",439124501276407,8134810278522
871,108,"192.168.1.4",264224217901563,8134810280671
872,109,"192.168.1.10",439124501380315,8134810321118
872,109,"192.168.1.4",264224218007508,8134810323515
873,109,"192.168.1.10",439124501401981,8134810325690
873,109,"192.168.1.4",264224218028619,8134810327953
874,109,"192.168.1.10",439124501415759,8134810374327
874,109,"192.168.1.4",264224218042786,8134810376888
875,109,"192.168.1.10",439124501429370,8134810378937
875,109,"192.168.1.4",264224218056749,8134810381208
876,109,"192.168.1.10",439124501442778,8134810426526
877,109,"192.168.1.10",439124501456000,8134810428884
876,109,"192.168.1.4",264224218071267,8134810430994
878,109,"192.168.1.10",439124501469167,8134810433320
877,109,"192.168.1.4",264224218085156,8134810479397
879,109,"192.168.1.10",439124501482463,8134810481982
878,109,"192.168.1.4",264224218098952,8134810484059
879,109,"192.168.1.4",264224218113415,8134810486220
880,110,"192.168.1.10",439124501588815,8134810531807
880,110,"192.168.1.4",264224218214508,8134810534230
881,110,"192.168.1.10",439124501610259,8134810536295
881,110,"192.168.1.4",264224218235452,8134810538568
882,110,"192.168.1.10",439124501624074,8134810585138
882,110,"192.168.1.4",264224218249397,8134810587733
883,110,"192.168.1.10",439124501637352,8134810589890
883,110,"192.168.1.4",264224218263230,8134810591976
884,110,"192.168.1.10",439124501650685,8134810636969
884,110,"192.168.1.4",264224218277304,8134810639280
885,110,"192.168.1.10",439124501664018,8134810641358
885,110,"192.168.1.4",264224218291286,8134810643542
886,110,"192.168.1.10",439124501677407,8134810689665
886,110,"192.168.1.4",264224218305045,8134810692156
887,110,"192.168.1.10",439124501690648,8134810694301
887,110,"192.168.1.4",264224218318823,8134810696555
888,111,"192.168.1.10",439124501796852,8134810743422
888,111,"192.168.1.4",264224218422841,8134810748800
889,111,"192.168.1.10",439124501818426,8134810751557
889,111,"192.168.1.4",264224218443841,8134810755635
890,111,"192.168.1.10",439124501832167,8134810798188
890,111,"192.168.1.4",264224218457897,8134810800803
891,111,"192.168.1.10",439124501845574,8134810802864
891,111,"192.168.1.4",264224218471563,8134810805167
892,111,"192.168.1.10",439124501859778,8134810847667
892,111,"192.168.1.4",264224218485545,8134810849994
893,111,"192.168.1.10",439124501873185,8134810852150
893,111,"192.168.1.4",264224218499193,8134810854397
894,111,"192.168.1.10",439124501886648,8134810900311
894,111,"192.168.1.4",264224218513508,8134810902696
895,111,"192.168.1.10",439124501900222,8134810904668
896,112,"192.168.1.10",439124502005389,8134810907046
896,112,"192.168.1.4",264224218631249,8134810952839
897,112,"192.168.1.10",439124502026796,8134810955292
897,112,"192.168.1.4",264224218652508,8134810957403
898,112,"192.168.1.10",439124502040667,8134810959469
898,112,"192.168.1.4",264224218666767,8134811005808
899,112,"192.168.1.10",439124502053926,8134811008372
899,112,"192.168.1.4",264224218680656,8134811010406
900,112,"192.168.1.10",439124502067370,8134811012644
900,112,"192.168.1.4",264224218694582,8134811057912
901,112,"192.168.1.10",439124502080722,8134811060445
901,112,"192.168.1.4",264224218709304,8134811062631
902,112,"192.168.1.10",439124502094000,8134811064888
903,112,"192.168.1.10",439124502107333,8134811110768
902,112,"192.168.1.4",264224218723230,8134811115605
903,112,"192.168.1.4",264224218737119,8134811117576
904,113,"192.168.1.10",439124502214907,8134811119835
904,113,"192.168.1.4",264224218839860,8134811163641
905,113,"192.168.1.10",439124502236537,8134811166178
905,113,"192.168.1.4",264224218861026,8134811168509
906,113,"192.168.1.10",439124502250093,8134811170740
906,113,"192.168.1.4",264224218875323,8134811216500
907,113,"192.168.1.10",439124502263370,8134811218899
907,113,"192.168.1.4",264224218889138,8134811220954
908,113,"192.168.1.10",439124502276778,8134811223229
908,113,"192.168.1.4",264224218903730,8134811273484
909,113,"192.168.1.10",439124502290000,8134811278429
909,113,"192.168.1.4",264224218917619,8134811282396
910,113,"192.168.1.10",439124502303241,8134811287353
910,113,"192.168.1.4",264224218931434,8134811321517
911,113,"192.168.1.10",439124502316648,8134811323990
911,113,"192.168.1.4",264224218945230,8134811326154
912,114,"192.168.1.10",439124502421870,8134811328453
912,114,"192.168.1.4",264224219048971,8134811374000
913,114,"192.168.1.10",439124502443222,8134811376435
913,114,"192.168.1.4",264224219070082,8134811378474
914,114,"192.168.1.10",439124502456963,8134811380723
914,114,"192.168.1.4",264224219084193,8134811427077
915,114,"192.168.1.10",439124502470278,8134811431883
915,114,"192.168.1.4",264224219097934,8134811434055
916,114,"192.168.1.10",439124502483593,8134811436416
916,114,"192.168.1.4",264224219111730,8134811479284
917,114,"192.168.1.10",439124502497555,8134811481657
917,114,"192.168.1.4",264224219125601,8134811483747
918,114,"192.168.1.10",439124502510870,8134811485930
919,114,"192.168.1.10",439124502524093,8134811531751
918,114,"192.168.1.4",264224219139452,8134811534291
919,114,"192.168.1.4",264224219153397,8134811536446
920,115,"192.168.1.10",439124502630370,8134811538688
920,115,"192.168.1.4",264224219256175,8134811584361
921,115,"192.168.1.10",439124502651981,8134811586848
921,115,"192.168.1.4",264224219277582,8134811589024
922,115,"192.168.1.10",439124502665667,8134811591195
922,115,"192.168.1.4",264224219291656,8134811637412
923,115,"192.168.1.10",439124502679259,8134811640075
923,115,"192.168.1.4",264224219306119,8134811642139
924,115,"192.168.1.10",439124502692574,8134811644469
924,115,"192.168.1.4",264224219320286,8134811689544
925,115,"192.168.1.10",439124502706055,8134811691854
926,115,"192.168.1.10",439124502719222,8134811693959
925,115,"192.168.1.4",264224219334063,8134811696221
927,115,"192.168.1.10",439124502732333,8134811742188
926,115,"192.168.1.4",264224219348563,8134811747306
927,115,"192.168.1.4",264224219362545,8134811749295
928,116,"192.168.1.10",439124502838593,8134811751673
928,116,"192.168.1.4",264224219464489,8134811799926
929,116,"192.168.1.10",439124502860111,8134811803706
929,116,"192.168.1.4",264224219485601,8134811809099
930,116,"192.168.1.10",439124502873796,8134811811496
930,116,"192.168.1.4",264224219499878,8134811848273
931,116,"192.168.1.10",439124502887222,8134811850790
931,116,"192.168.1.4",264224219513619,8134811852856
932,116,"192.168.1.10",439124502900704,8134811855087
932,116,"192.168.1.4",264224219527582,8134811900258
933,116,"192.168.1.10",439124502914111,8134811902747
933,116,"192.168.1.4",264224219541563,8134811904998
934,116,"192.168.1.10",439124502927500,8134811907275
934,116,"192.168.1.4",264224219555471,8134811953007
935,116,"192.168.1.10",439124502940778,8134811955476
935,116,"192.168.1.4",264224219569360,8134811957519
936,117,"192.168.1.10",439124503046833,8134811959741
936,117,"192.168.1.4",264224219672619,8134812010274
937,117,"192.168.1.10",439124503068518,8134812012893
937,117,"192.168.1.4",264224219693804,8134812014972
938,117,"192.168.1.10",439124503082370,8134812017197
938,117,"192.168.1.4",264224219708471,8134812059895
939,117,"192.168.1.10",439124503095852,8134812062437
939,117,"192.168.1.4",264224219722378,8134812066874
940,117,"192.168.1.10",439124503109185,8134812069154
940,117,"192.168.1.4",264224219736230,8134812111522
941,117,"192.168.1.10",439124503122593,8134812114149
941,117,"192.168.1.4",264224219750008,8134812116264
942,117,"192.168.1.10",439124503136722,8134812118599
942,117,"192.168.1.4",264224219763860,8134812164115
943,117,"192.168.1.10",439124503149833,8134812166487
943,117,"192.168.1.4",264224219777638,8134812168540
944,118,"192.168.1.10",439124503256074,8134812170698
944,118,"192.168.1.4",264224219881045,8134812216466
945,118,"192.168.1.10",439124503277426,8134812218918
945,118,"192.168.1.4",264224219902267,8134812220970
946,118,"192.168.1.10",439124503290889,8134812223261
946,118,"192.168.1.4",264224219916415,8134812269656
947,118,"192.168.1.10",439124503304296,8134812272259
947,118,"192.168.1.4",264224219930267,8134812277029
948,118,"192.168.1.10",439124503317685,8134812281282
948,118,"192.168.1.4",264224219944360,8134812323890
949,118,"192.168.1.10",439124503331074,8134812326372
949,118,"192.168.1.4",264224219958156,8134812328456
950,118,"192.168.1.10",439124503344389,8134812330663
951,118,"192.168.1.10",439124503357555,8134812374292
950,118,"192.168.1.4",264224219972212,8134812376925
951,118,"192.168.1.4",264224219986675,8134812381347
952,119,"192.168.1.4",264224220018545,8134812383700
953,119,"192.168.1.4",264224220037860,8134812427191
954,119,"192.168.1.4",264224220051841,8134812430000
955,119,"192.168.1.4",264224220065749,8134812431967
956,119,"192.168.1.4",264224220079693,8134812434103
952,119,"192.168.1.10",439124503463463,8134812480054
957,119,"192.168.1.4",264224220093489,8134812482496
953,119,"192.168.1.10",439124503485407,8134812484534
958,119,"192.168.1.4",264224220107360,8134812486835
959,119,"192.168.1.4",264224220121193,8134812532124
956,119,"192.168.1.10",439124503526000,8134812534598
957,119,"192.168.1.10",439124503539426,8134812536616
958,119,"192.168.1.10",439124503552685,8134812538705
959,119,"192.168.1.10",439124503565963,8134812585163
960,120,"192.168.1.10",439124503671555,8134812587625
960,120,"192.168.1.4",264224220299823,8134812589668
961,120,"192.168.1.10",439124503693167,8134812591904
961,120,"192.168.1.4",264224220321212,8134812637644
962,120,"192.168.1.10",439124503707093,8134812640116
962,120,"192.168.1.4",264224220335619,8134812642273
963,120,"192.168.1.10",439124503720370,8134812644480
964,120,"192.168.1.10",439124503733796,8134812690959
963,120,"192.168.1.4",264224220349582,8134812693281
965,120,"192.168.1.10",439124503746981,8134812695342
964,120,"192.168.1.4",264224220363360,8134812699804
966,120,"192.168.1.10",439124503760222,8134812743277
965,120,"192.168.1.4",264224220377378,8134812745743
967,120,"192.168.1.10",439124503774111,8134812747966
966,120,"192.168.1.4",264224220391323,8134812750279
967,120,"192.168.1.4",264224220405156,8134812800702
968,121,"192.168.1.10",439124503879852,8134812804590
968,121,"192.168.1.4",264224220506563,8134812808017
969,121,"192.168.1.10",439124503901389,8134812812165
969,121,"192.168.1.4",264224220527878,8134812848524
970,121,"192.168.1.10",439124503914981,8134812851037
970,121,"192.168.1.4",264224220541860,8134812853156
971,121,"192.168.1.10",439124503928333,8134812855465
971,121,"192.168.1.4",264224220555712,8134812902118
972,121,"192.168.1.10",439124503941574,8134812904448
972,121,"192.168.1.4",264224220569545,8134812906497
973,121,"192.168.1.10",439124503954833,8134812908736
973,121,"192.168.1.4",264224220583360,8134812953555
974,121,"192.168.1.10",439124503968222,8134812956148
975,121,"192.168.1.10",439124503981704,8134812958262
974,121,"192.168.1.4",264224220597175,8134812960575
975,121,"192.168.1.4",264224220610989,8134813006125
976,122,"192.168.1.10",439124504089167,8134813008381
976,122,"192.168.1.4",264224220714267,8134813010562
977,122,"192.168.1.10",439124504112315,8134813020482
977,122,"192.168.1.4",264224220735452,8134813059172
978,122,"192.168.1.10",439124504126389,8134813061718
978,122,"192.168.1.4",264224220749675,8134813063760
979,122,"192.168.1.10",439124504139630,8134813066014
979,122,"192.168.1.4",264224220763601,8134813112070
980,122,"192.168.1.10",439124504153148,8134813114479
980,122,"192.168.1.4",264224220777378,8134813116696
981,122,"192.168.1.10",439124504166481,8134813118756
981,122,"192.168.1.4",264224220791230,8134813164101
982,122,"192.168.1.10",439124504179722,8134813166700
982,122,"192.168.1.4",264224220805026,8134813168803
983,122,"192.168.1.10",439124504192907,8134813170996
983,122,"192.168.1.4",264224220819582,8134813216696
984,123,"192.168.1.10",439124504298185,8134813219114
984,123,"192.168.1.4",264224220922767,8134813221228
985,123,"192.168.1.10",439124504319926,8134813223458
985,123,"192.168.1.4",264224220944063,8134813269419
986,123,"192.168.1.10",439124504333944,8134813271998
986,123,"192.168.1.4",264224220958045,8134813274144
987,123,"192.168.1.10",439124504347185,8134813276283
987,123,"192.168.1.4",264224220971934,8134813326368
988,123,"192.168.1.10",439124504360500,8134813329968
988,123,"192.168.1.4",264224220985841,8134813333960
989,123,"192.168.1.10",439124504373796,8134813342370
989,123,"192.168.1.4",264224220999730,8134813375291
990,123,"192.168.1.10",439124504387185,8134813377962
990,123,"192.168.1.4",264224221013378,8134813380221
991,123,"192.168.1.10",439124504400555,8134813382487
991,123,"192.168.1.4",264224221027156,8134813427717
992,124,"192.168.1.10",439124504504815,8134813430128
992,124,"192.168.1.4",264224221131860,8134813432151
993,124,"192.168.1.10",439124504526315,8134813434443
993,124,"192.168.1.4",264224221153304,8134813480017
994,124,"192.168.1.10",439124504539815,8134813482480
994,124,"192.168.1.4",264224221167415,8134813484652
995,124,"192.168.1.10",439124504553463,8134813486860
995,124,"192.168.1.4",264224221181212,8134813533458
996,124,"192.168.1.10",439124504566667,8134813535837
996,124,"192.168.1.4",264224221195063,8134813537915
997,124,"192.168.1.10",439124504580167,8134813540138
998,124,"192.168.1.10",439124504593685,8134813585593
997,124,"192.168.1.4",264224221208860,8134813588250
999,124,"192.168.1.10",439124504607018,8134813590789
998,124,"192.168.1.4",264224221223526,8134813593140
999,124,"192.168.1.4",264224221237415,8134813638659
1000,125,"192.168.1.10",439124504713037,8134813641508
1000,125,"192.168.1.4",264224221338730,8134813643645
1001,125,"192.168.1.10",439124504734944,8134813646355
1001,125,"192.168.1.4",264224221360656,8134813692304
1002,125,"192.168.1.10",439124504748574,8134813695222
1002,125,"192.168.1.4",264224221374619,8134813697986
1003,125,"192.168.1.10",439124504761981,8134813700856
1003,125,"192.168.1.4",264224221388415,8134813745393
1004,125,"192.168.1.10",439124504775389,8134813748230
1004,125,"192.168.1.4",264224221402101,8134813752180
1005,125,"192.168.1.10",439124504788741,8134813755273
1005,125,"192.168.1.4",264224221416119,8134813797496
1006,125,"192.168.1.10",439124504802093,8134813800554
1006,125,"192.168.1.4",264224221429897,8134813803050
1007,125,"192.168.1.10",439124504815259,8134813805939
1007,125,"192.168.1.4",264224221443786,8134813868075
1008,126,"192.168.1.10",439124504921333,8134813871969
1008,126,"192.168.1.4",264224221547508,8134813874640
1009,126,"192.168.1.10",439124504942574,8134813876975
1009,126,"192.168.1.4",264224221568582,8134813880041
1010,126,"192.168.1.10",439124504956148,8134813883054
1010,126,"192.168.1.4",264224221582693,8134813902470
1011,126,"192.168.1.10",439124504969759,8134813905095
1011,126,"192.168.1.4",264224221596434,8134813958056
1012,126,"192.168.1.10",439124504983148,8134813961964
1012,126,"192.168.1.4",264224221610249,8134813965182
1013,126,"192.168.1.10",439124504996555,8134813968221
1013,126,"192.168.1.4",264224221624804,8134814012385
1014,126,"192.168.1.10",439124505009833,8134814015554
1015,126,"192.168.1.10",439124505022926,8134814018350
1014,126,"192.168.1.4",264224221638638,8134814021345
1015,126,"192.168.1.4",264224221652341,8134814063098
1016,127,"192.168.1.10",439124505129981,8134814065896
1016,127,"192.168.1.4",264224221756175,8134814068311
1017,127,"192.168.1.10",439124505152185,8134814071938
1017,127,"192.168.1.4",264224221777138,8134814115465
1018,127,"192.168.1.10",439124505165704,8134814118100
1018,127,"192.168.1.4",264224221791267,8134814120308
1019,127,"192.168.1.10",439124505178926,8134814123028
1019,127,"192.168.1.4",264224221805101,8134814170496
1020,127,"192.168.1.10",439124505192185,8134814174085
1020,127,"192.168.1.4",264224221818897,8134814177029
1021,127,"192.168.1.10",439124505205333,8134814179581
1021,127,"192.168.1.4",264224221832804,8134814222816
1022,127,"192.168.1.10",439124505218389,8134814225572
1022,127,"192.168.1.4",264224221846601,8134814228375
1023,127,"192.168.1.10",439124505231667,8134814230881
1023,127,"192.168.1.4",264224221860508,8134814275258
1024,128,"192.168.1.10",439124505339111,8134814278669
1024,128,"192.168.1.4",264224221964119,8134814281498
1025,128,"192.168.1.10",439124505360481,8134814285657
1025,128,"192.168.1.4",264224221985360,8134814328816
1026,128,"192.168.1.10",439124505374537,8134814331509
1026,128,"192.168.1.4",264224222000360,8134814334527
1027,128,"192.168.1.10",439124505387870,8134814338827
1027,128,"192.168.1.4",264224222014786,8134814401920
1028,128,"192.168.1.10",439124505401407,8134814404905
1028,128,"192.168.1.4",264224222028749,8134814407798
1029,128,"192.168.1.10",439124505414870,8134814410348
1029,128,"192.168.1.4",264224222042601,8134814413316
1030,128,"192.168.1.10",439124505428167,8134814416281
1030,128,"192.168.1.4",264224222056323,8134814438649
1031,128,"192.168.1.10",439124505441555,8134814442835
1031,128,"192.168.1.4",264224222070175,8134814445457
1032,129,"192.168.1.10",439124505546741,8134814448972
1032,129,"192.168.1.4",264224222173415,8134814489736
1033,129,"192.168.1.10",439124505568352,8134814492465
1033,129,"192.168.1.4",264224222194675,8134814495548
1034,129,"192.168.1.10",439124505581907,8134814498847
1034,129,"192.168.1.4",264224222208971,8134814543510
1035,129,"192.168.1.10",439124505595370,8134814546507
1035,129,"192.168.1.4",264224222222619,8134814548725
1036,129,"192.168.1.10",439124505608685,8134814551529
1036,129,"192.168.1.4",264224222236378,8134814595688
1037,129,"192.168.1.10",439124505622204,8134814599208
1037,129,"192.168.1.4",264224222250045,8134814602021
1038,129,"192.168.1.10",439124505635555,8134814609806
1038,129,"192.168.1.4",264224222263952,8134814649649
1039,129,"192.168.1.10",439124505648778,8134814652837
1039,129,"192.168.1.4",264224222277804,8134814655562
1040,130,"192.168.1.10",439124505754852,8134814658334
1040,130,"192.168.1.4",264224222380860,8134814700512
1041,130,"192.168.1.10",439124505776370,8134814703166
1041,130,"192.168.1.4",264224222402156,8134814705983
1042,130,"192.168.1.10",439124505790926,8134814709566
1042,130,"192.168.1.4",264224222416878,8134814752618
1043,130,"192.168.1.10",439124505804185,8134814755823
1043,130,"192.168.1.4",264224222430823,8134814758595
1044,130,"192.168.1.10",439124505817630,8134814761781
1044,130,"192.168.1.4",264224222444693,8134814805991
1045,130,"192.168.1.10",439124505831167,8134814809572
1045,130,"192.168.1.4",264224222458378,8134814811828
1046,130,"192.168.1.10",439124505844426,8134814814559
1046,130,"192.168.1.4",264224222472175,8134814860569
1047,130,"192.168.1.10",439124505857889,8134814864281
1047,130,"192.168.1.4",264224222485915,8134814874476
1048,131,"192.168.1.10",439124505963167,8134814882957
1048,131,"192.168.1.4",264224222588823,8134814923850
1049,131,"192.168.1.10",439124505984870,8134814926990
1049,131,"192.168.1.4",264224222610063,8134814930096
1050,131,"192.168.1.10",439124505998741,8134814936747
1050,131,"192.168.1.4",264224222624138,8134814969386
1051,131,"192.168.1.10",439124506012241,8134814972974
1051,131,"192.168.1.4",264224222638638,8134814975905
1052,131,"192.168.1.10",439124506025778,8134814978126
1052,131,"192.168.1.4",264224222652489,8134815019637
1053,131,"192.168.1.10",439124506039148,8134815022469
1053,131,"192.168.1.4",264224222666304,8134815025009
1054,131,"192.168.1.10",439124506052500,8134815027525
1054,131,"192.168.1.4",264224222679971,8134815073896
1055,131,"192.168.1.10",439124506065889,8134815076781
1055,131,"192.168.1.4",264224222693767,8134815079606
1056,132,"192.168.1.10",439124506171185,8134815082477
1056,132,"192.168.1.4",264224222797045,8134815124978
1057,132,"192.168.1.10",439124506192444,8134815128363
1057,132,"192.168.1.4",264224222818675,8134815131375
1058,132,"192.168.1.10",439124506206055,8134815133987
1058,132,"192.168.1.4",264224222833101,8134815179457
1059,132,"192.168.1.10",439124506219370,8134815182395
1059,132,"192.168.1.4",264224222847156,8134815184931
1060,132,"192.168.1.10",439124506232667,8134815188834
1060,132,"192.168.1.4",264224222860934,8134815232123
1061,132,"192.168.1.10",439124506245833,8134815234923
1062,132,"192.168.1.10",439124506258963,8134815238171
1061,132,"192.168.1.4",264224222874656,8134815241320
1063,132,"192.168.1.10",439124506272000,8134815285800
1062,132,"192.168.1.4",264224222888434,8134815289300
1063,132,"192.168.1.4",264224222902156,8134815292953
1064,133,"192.168.1.10",439124506380426,8134815295950
1064,133,"192.168.1.4",264224223005767,8134815336819
1065,133,"192.168.1.10",439124506402185,8134815339805
1065,133,"192.168.1.4",264224223026786,8134815342913
1066,133,"192.168.1.10",439124506416407,8134815345662
1066,133,"192.168.1.4",264224223040823,8134815390872
1067,133,"192.168.1.10",439124506430407,8134815400597
1067,133,"192.168.1.4",264224223054730,8134815410794
1068,133,"192.168.1.10",439124506443685,8134815423890
1068,133,"192.168.1.4",264224223068526,8134815456104
1069,133,"192.168.1.10",439124506456963,8134815459184
1069,133,"192.168.1.4",264224223082360,8134815462439
1070,133,"192.168.1.10",439124506470296,8134815465255
1070,133,"192.168.1.4",264224223096175,8134815501689
1071,133,"192.168.1.10",439124506483574,8134815504924
1071,133,"192.168.1.4",264224223109878,8134815508122
1072,134,"192.168.1.10",439124506588259,8134815510878
1072,134,"192.168.1.4",264224223214878,8134815553959
1073,134,"192.168.1.10",439124506609648,8134815557748
1073,134,"192.168.1.4",264224223236119,8134815561138
1074,134,"192.168.1.10",439124506623370,8134815565102
1074,134,"192.168.1.4",264224223250360,8134815606498
1075,134,"192.168.1.10",439124506636759,8134815609523
1075,134,"192.168.1.4",264224223264397,8134815612984
1076,134,"192.168.1.10",439124506650315,8134815616520
1077,134,"192.168.1.10",439124506663630,8134815660087
1076,134,"192.168.1.4",264224223279249,8134815663446
1078,134,"192.168.1.10",439124506676963,8134815665717
1077,134,"192.168.1.4",264224223293063,8134815668875
1079,134,"192.168.1.10",439124506690352,8134815711157
1078,134,"192.168.1.4",264224223307045,8134815713947
1079,134,"192.168.1.4",264224223320952,8134815716507
1080,135,"192.168.1.10",439124506796167,8134815720537
1080,135,"192.168.1.4",264224223421934,8134815764419
1081,135,"192.168.1.10",439124506818111,8134815767095
1081,135,"192.168.1.4",264224223443175,8134815769817
1082,135,"192.168.1.10",439124506831648,8134815773280
1082,135,"192.168.1.4",264224223457545,8134815817213
1083,135,"192.168.1.10",439124506844944,8134815820171
1083,135,"192.168.1.4",264224223471471,8134815823056
1084,135,"192.168.1.10",439124506858241,8134815826926
1084,135,"192.168.1.4",264224223485619,8134815869263
1085,135,"192.168.1.10",439124506871500,8134815873620
1085,135,"192.168.1.4",264224223499378,8134815876716
1086,135,"192.168.1.10",439124506884778,8134815880146
1087,135,"192.168.1.10",439124506898148,8134815928616
1087,135,"192.168.1.4",264224223527489,8134815937917
1088,136,"192.168.1.10",439124507004685,8134815949059
1088,136,"192.168.1.4",264224223630249,8134815959152
1089,136,"192.168.1.10",439124507026148,8134816034469
1089,136,"192.168.1.4",264224223651471,8134816036855
1090,136,"192.168.1.10",439124507039759,8134816039697
1090,136,"192.168.1.4",264224223665304,8134816042192
1091,136,"192.168.1.10",439124507053296,8134816044854
1091,136,"192.168.1.4",264224223679026,8134816047067
1092,136,"192.168.1.10",439124507067389,8134816049814
1092,136,"192.168.1.4",264224223692952,8134816052421
1093,136,"192.168.1.10",439124507080870,8134816092914
1093,136,"192.168.1.4",264224223706675,8134816096463
1094,136,"192.168.1.10",439124507094204,8134816098695
1094,136,"192.168.1.4",264224223720434,8134816101383
1095,136,"192.168.1.10",439124507107574,8134816103830
1095,136,"192.168.1.4",264224223734119,8134816106464
1096,137,"192.168.1.10",439124507212963,8134816140764
1096,137,"192.168.1.4",264224223838619,8134816143526
1097,137,"192.168.1.10",439124507234722,8134816145988
1097,137,"192.168.1.4",264224223859638,8134816196389
1098,137,"192.168.1.10",439124507248704,8134816198899
1098,137,"192.168.1.4",264224223873638,8134816201453
1099,137,"192.168.1.10",439124507262111,8134816203885
1099,137,"192.168.1.4",264224223887286,8134816209106
1100,137,"192.168.1.10",439124507275593,8134816247387
1100,137,"192.168.1.4",264224223901138,8134816250366
