Sequence number,burst index,ip of sending device,time sent (ns),time received (ns)
269,38,"192.168.1.10",431478280451669,488605323783
309,38,"192.168.1.4",256577955365380,488605326598
270,38,"192.168.1.10",431478280464854,488605328879
310,38,"192.168.1.4",256577955379140,488605331194
271,38,"192.168.1.10",431478280478113,488605375300
311,38,"192.168.1.4",256577955392973,488605377775
272,38,"192.168.1.10",431478280492261,488605380109
312,39,"192.168.1.4",256577955495862,488605428174
313,39,"192.168.1.4",256577955517565,488605432336
273,39,"192.168.1.10",431478280609224,488605434575
314,39,"192.168.1.4",256577955532269,488605436759
274,39,"192.168.1.10",431478280630483,488605481007
315,39,"192.168.1.4",256577955546232,488605483487
275,39,"192.168.1.10",431478280644946,488605485748
316,39,"192.168.1.4",256577955560140,488605488048
276,39,"192.168.1.10",431478280658354,488605534385
317,39,"192.168.1.4",256577955573825,488605536851
277,39,"192.168.1.10",431478280671724,488605539477
318,39,"192.168.1.4",256577955587640,488605541852
278,39,"192.168.1.10",431478280685057,488605585298
319,39,"192.168.1.4",256577955601399,488605587752
279,39,"192.168.1.10",431478280698169,488605590017
320,40,"192.168.1.4",256577955704991,488605638948
321,40,"192.168.1.4",256577955726473,488605641459
280,40,"192.168.1.10",431478280817187,488605643494
322,40,"192.168.1.4",256577955740658,488605645945
281,40,"192.168.1.10",431478280838909,488605691857
323,40,"192.168.1.4",256577955754640,488605694257
282,40,"192.168.1.10",431478280852335,488605696446
324,40,"192.168.1.4",256577955768454,488605699146
283,40,"192.168.1.10",431478280865780,488605744652
325,40,"192.168.1.4",256577955782269,488605747095
284,40,"192.168.1.10",431478280879206,488605751160
326,40,"192.168.1.4",256577955796158,488605753457
285,40,"192.168.1.10",431478280892409,488605803082
327,40,"192.168.1.4",256577955809954,488605806886
286,40,"192.168.1.10",431478280905539,488605813814
328,41,"192.168.1.4",256577955911973,488605816958
329,41,"192.168.1.4",256577955934177,488605819541
287,41,"192.168.1.10",431478281025872,488605848472
330,41,"192.168.1.4",256577955949084,488605851148
288,41,"192.168.1.10",431478281047039,488605903470
331,41,"192.168.1.4",256577955962862,488605905925
289,41,"192.168.1.10",431478281060632,488605908096
332,41,"192.168.1.4",256577955976602,488605910334
290,41,"192.168.1.10",431478281074335,488605912727
291,41,"192.168.1.10",431478281087965,488605955921
333,41,"192.168.1.4",256577955990399,488605958270
292,41,"192.168.1.10",431478281101446,488605960563
293,41,"192.168.1.10",431478281114669,488605962758
334,41,"192.168.1.4",256577956025195,488606010043
335,41,"192.168.1.4",256577956043621,488606012418
336,42,"192.168.1.4",256577956057917,488606014684
337,42,"192.168.1.4",256577956071788,488606016894
338,42,"192.168.1.4",256577956085621,488606019174
339,42,"192.168.1.4",256577956099306,488606059787
340,42,"192.168.1.4",256577956112880,488606064568
341,42,"192.168.1.4",256577956126862,488606066950
342,42,"192.168.1.4",256577956140417,488606113641
294,42,"192.168.1.10",431478281233872,488606116098
343,42,"192.168.1.4",256577956154121,488606118128
295,42,"192.168.1.10",431478281254965,488606120370
296,42,"192.168.1.10",431478281268520,488606167735
297,42,"192.168.1.10",431478281282632,488606170214
298,42,"192.168.1.10",431478281296094,488606172377
299,42,"192.168.1.10",431478281309391,488606174651
300,42,"192.168.1.10",431478281322391,488606177078
344,43,"192.168.1.4",256577956329936,488606217714
345,43,"192.168.1.4",256577956351343,488606220347
301,43,"192.168.1.10",431478281441835,488606271757
346,43,"192.168.1.4",256577956366251,488606274192
302,43,"192.168.1.10",431478281463391,488606276509
347,43,"192.168.1.4",256577956380102,488606278748
303,43,"192.168.1.10",431478281476835,488606327856
348,43,"192.168.1.4",256577956393825,488606330332
304,43,"192.168.1.10",431478281490409,488606332443
349,43,"192.168.1.4",256577956407640,488606334706
305,43,"192.168.1.10",431478281503743,488606377223
350,43,"192.168.1.4",256577956421306,488606379648
306,43,"192.168.1.10",431478281517132,488606381820
351,43,"192.168.1.4",256577956435140,488606384104
307,43,"192.168.1.10",431478281530428,488606430375
352,44,"192.168.1.4",256577956537195,488606432943
353,44,"192.168.1.4",256577956559343,488606435078
308,44,"192.168.1.10",431478281650372,488606482711
354,44,"192.168.1.4",256577956573473,488606485137
309,44,"192.168.1.10",431478281671743,488606487464
355,44,"192.168.1.4",256577956587232,488606489772
310,44,"192.168.1.10",431478281685335,488606535293
356,44,"192.168.1.4",256577956601065,488606537719
311,44,"192.168.1.10",431478281698669,488606539907
357,44,"192.168.1.4",256577956614843,488606542494
312,44,"192.168.1.10",431478281711946,488606587900
358,44,"192.168.1.4",256577956628677,488606590411
313,44,"192.168.1.10",431478281725224,488606592606
359,44,"192.168.1.4",256577956642510,488606594941
314,44,"192.168.1.10",431478281738465,488606640655
360,45,"192.168.1.4",256577956746547,488606643133
361,45,"192.168.1.4",256577956768269,488606645432
315,45,"192.168.1.10",431478281858576,488606693259
362,45,"192.168.1.4",256577956782825,488606695696
316,45,"192.168.1.10",431478281879891,488606697945
363,45,"192.168.1.4",256577956796695,488606700339
317,45,"192.168.1.10",431478281893520,488606746148
364,45,"192.168.1.4",256577956810380,488606748670
318,45,"192.168.1.10",431478281908020,488606753113
365,45,"192.168.1.4",256577956824121,488606755456
319,45,"192.168.1.10",431478281922113,488606804627
366,45,"192.168.1.4",256577956837917,488606808679
320,45,"192.168.1.10",431478281935465,488606812801
367,45,"192.168.1.4",256577956851584,488606818580
321,45,"192.168.1.10",431478281948835,488606850506
368,46,"192.168.1.4",256577956953714,488606852944
369,46,"192.168.1.4",256577956975269,488606855256
322,46,"192.168.1.10",431478282066632,488606905140
370,46,"192.168.1.4",256577956989325,488606907597
323,46,"192.168.1.10",431478282088298,488606909727
371,46,"192.168.1.4",256577957003195,488606912105
324,46,"192.168.1.10",431478282101946,488606956674
372,46,"192.168.1.4",256577957016917,488606959074
325,46,"192.168.1.10",431478282115465,488606961255
373,46,"192.168.1.4",256577957030602,488606963625
326,46,"192.168.1.10",431478282128909,488607009161
374,46,"192.168.1.4",256577957044399,488607011609
327,46,"192.168.1.10",431478282142150,488607013647
375,46,"192.168.1.4",256577957058214,488607015946
328,46,"192.168.1.10",431478282155465,488607061174
376,47,"192.168.1.4",256577957161714,488607063709
377,47,"192.168.1.4",256577957183880,488607065899
329,47,"192.168.1.10",431478282274965,488607115453
378,47,"192.168.1.4",256577957198695,488607117921
330,47,"192.168.1.10",431478282296280,488607120095
379,47,"192.168.1.4",256577957212584,488607122478
331,47,"192.168.1.10",431478282309817,488607167333
380,47,"192.168.1.4",256577957226325,488607169856
332,47,"192.168.1.10",431478282323076,488607171923
381,47,"192.168.1.4",256577957240028,488607174145
333,47,"192.168.1.10",431478282336520,488607219930
382,47,"192.168.1.4",256577957253954,488607222321
334,47,"192.168.1.10",431478282350391,488607224655
383,47,"192.168.1.4",256577957267806,488607226970
335,47,"192.168.1.10",431478282363798,488607271982
384,48,"192.168.1.4",256577957370510,488607274406
385,48,"192.168.1.4",256577957392084,488607276590
336,48,"192.168.1.10",431478282483613,488607328134
386,48,"192.168.1.4",256577957406232,488607332814
337,48,"192.168.1.10",431478282505002,488607335461
387,48,"192.168.1.4",256577957419973,488607340902
338,48,"192.168.1.10",431478282518502,488607378108
388,48,"192.168.1.4",256577957433899,488607380540
339,48,"192.168.1.10",431478282531743,488607382736
389,48,"192.168.1.4",256577957447806,488607385045
340,48,"192.168.1.10",431478282545020,488607430593
390,48,"192.168.1.4",256577957461658,488607432997
341,48,"192.168.1.10",431478282559113,488607437027
391,48,"192.168.1.4",256577957475399,488607439170
342,48,"192.168.1.10",431478282572465,488607482969
392,49,"192.168.1.4",256577957578473,488607485583
393,49,"192.168.1.4",256577957599843,488607487649
343,49,"192.168.1.10",431478282691409,488607536955
394,49,"192.168.1.4",256577957614399,488607539392
344,49,"192.168.1.10",431478282712965,488607541550
395,49,"192.168.1.4",256577957628288,488607543878
345,49,"192.168.1.10",431478282726946,488607589216
396,49,"192.168.1.4",256577957642102,488607591653
346,49,"192.168.1.10",431478282740576,488607593895
397,49,"192.168.1.4",256577957656010,488607596170
347,49,"192.168.1.10",431478282753965,488607641481
398,49,"192.168.1.4",256577957669695,488607644206
348,49,"192.168.1.10",431478282767335,488607646678
399,49,"192.168.1.4",256577957683454,488607649233
349,49,"192.168.1.10",431478282782076,488607693378
400,50,"192.168.1.4",256577957787899,488607695793
401,50,"192.168.1.4",256577957810399,488607698607
350,50,"192.168.1.10",431478282900335,488607747037
402,50,"192.168.1.4",256577957824695,488607749468
351,50,"192.168.1.10",431478282921687,488607751589
403,50,"192.168.1.4",256577957838714,488607753865
352,50,"192.168.1.10",431478282935335,488607800481
404,50,"192.168.1.4",256577957852288,488607803023
353,50,"192.168.1.10",431478282948687,488607805200
405,50,"192.168.1.4",256577957866065,488607807586
354,50,"192.168.1.10",431478282962094,488607859538
406,50,"192.168.1.4",256577957879899,488607861997
355,50,"192.168.1.10",431478282975446,488607864772
407,50,"192.168.1.4",256577957893640,488607867250
356,50,"192.168.1.10",431478282988539,488607869702
408,51,"192.168.1.4",256577957995214,488607903523
409,51,"192.168.1.4",256577958016917,488607905873
357,51,"192.168.1.10",431478283108465,488607958647
410,51,"192.168.1.4",256577958031417,488607961073
358,51,"192.168.1.10",431478283129706,488607963451
411,51,"192.168.1.4",256577958045288,488607965633
359,51,"192.168.1.10",431478283143669,488607968002
412,51,"192.168.1.4",256577958058936,488608013063
360,51,"192.168.1.10",431478283157520,488608015558
413,51,"192.168.1.4",256577958072621,488608017637
361,51,"192.168.1.10",431478283170983,488608019897
414,51,"192.168.1.4",256577958086436,488608022323
362,51,"192.168.1.10",431478283184483,488608062816
415,51,"192.168.1.4",256577958100306,488608065145
363,51,"192.168.1.10",431478283198650,488608067516
416,52,"192.168.1.4",256577958203547,488608117476
417,52,"192.168.1.4",256577958225269,488608121917
364,52,"192.168.1.10",431478283316835,488608124086
418,52,"192.168.1.4",256577958239140,488608126520
365,52,"192.168.1.10",431478283338576,488608169024
419,52,"192.168.1.4",256577958253158,488608171493
366,52,"192.168.1.10",431478283352261,488608173599
420,52,"192.168.1.4",256577958266917,488608176409
367,52,"192.168.1.10",431478283365706,488608222128
421,52,"192.168.1.4",256577958280658,488608224600
368,52,"192.168.1.10",431478283379169,488608226846
422,52,"192.168.1.4",256577958294436,488608229110
369,52,"192.168.1.10",431478283392706,488608273585
423,52,"192.168.1.4",256577958308232,488608276052
370,52,"192.168.1.10",431478283406020,488608278236
424,53,"192.168.1.4",256577958411788,488608332655
425,53,"192.168.1.4",256577958434306,488608339689
371,53,"192.168.1.10",431478283524891,488608350246
426,53,"192.168.1.4",256577958449084,488608354868
372,53,"192.168.1.10",431478283546132,488608383318
427,53,"192.168.1.4",256577958462991,488608385729
373,53,"192.168.1.10",431478283559669,488608387924
428,53,"192.168.1.4",256577958476973,488608390229
374,53,"192.168.1.10",431478283573132,488608432927
429,53,"192.168.1.4",256577958490769,488608435434
375,53,"192.168.1.10",431478283586632,488608439530
430,53,"192.168.1.4",256577958504658,488608441877
376,53,"192.168.1.10",431478283599983,488608484427
431,53,"192.168.1.4",256577958518547,488608486897
377,53,"192.168.1.10",431478283613020,488608489116
432,54,"192.168.1.4",256577958620251,488608537341
433,54,"192.168.1.4",256577958641991,488608539915
378,54,"192.168.1.10",431478283733057,488608542175
434,54,"192.168.1.4",256577958656269,488608544808
379,54,"192.168.1.10",431478283754650,488608589934
435,54,"192.168.1.4",256577958670325,488608592512
380,54,"192.168.1.10",431478283768409,488608594738
436,54,"192.168.1.4",256577958684325,488608597109
381,54,"192.168.1.10",431478283782854,488608643535
437,54,"192.168.1.4",256577958698417,488608646010
382,54,"192.168.1.10",431478283796206,488608648253
438,54,"192.168.1.4",256577958712380,488608650578
383,54,"192.168.1.10",431478283809613,488608694927
439,54,"192.168.1.4",256577958726158,488608697375
384,54,"192.168.1.10",431478283822891,488608699564
440,55,"192.168.1.4",256577958829195,488608747782
441,55,"192.168.1.4",256577958850732,488608750202
385,55,"192.168.1.10",431478283941576,488608752501
442,55,"192.168.1.4",256577958865306,488608754898
386,55,"192.168.1.10",431478283963243,488608800582
443,55,"192.168.1.4",256577958879047,488608802939
387,55,"192.168.1.10",431478283976983,488608805135
444,55,"192.168.1.4",256577958893010,488608807441
445,55,"192.168.1.4",256577958906825,488608860532
388,55,"192.168.1.10",431478283990335,488608867413
446,55,"192.168.1.4",256577958920436,488608870692
447,55,"192.168.1.4",256577958934195,488608872949
389,55,"192.168.1.10",431478284020743,488608906108
390,55,"192.168.1.10",431478284038409,488608908726
391,55,"192.168.1.10",431478284051780,488608911070
448,56,"192.168.1.4",256577959036602,488608958872
449,56,"192.168.1.4",256577959059102,488608961162
392,56,"192.168.1.10",431478284150409,488608963441
450,56,"192.168.1.4",256577959073065,488608965863
393,56,"192.168.1.10",431478284172150,488609011519
451,56,"192.168.1.4",256577959086899,488609013860
394,56,"192.168.1.10",431478284185798,488609016039
452,56,"192.168.1.4",256577959100658,488609018444
395,56,"192.168.1.10",431478284199261,488609064091
453,56,"192.168.1.4",256577959114417,488609066423
396,56,"192.168.1.10",431478284212557,488609068681
454,56,"192.168.1.4",256577959128306,488609071068
397,56,"192.168.1.10",431478284226446,488609117112
455,56,"192.168.1.4",256577959141991,488609119535
398,56,"192.168.1.10",431478284239724,488609123872
456,57,"192.168.1.4",256577959245121,488609169784
457,57,"192.168.1.4",256577959266843,488609172188
399,57,"192.168.1.10",431478284358169,488609174375
458,57,"192.168.1.4",256577959281232,488609176587
400,57,"192.168.1.10",431478284379557,488609222504
459,57,"192.168.1.4",256577959294991,488609224946
401,57,"192.168.1.10",431478284393576,488609227119
460,57,"192.168.1.4",256577959308806,488609229387
402,57,"192.168.1.10",431478284407132,488609274818
461,57,"192.168.1.4",256577959322621,488609277234
403,57,"192.168.1.10",431478284420706,488609279514
462,57,"192.168.1.4",256577959336473,488609281769
404,57,"192.168.1.10",431478284434150,488609327671
463,57,"192.168.1.4",256577959350232,488609330093
405,57,"192.168.1.10",431478284447539,488609332307
464,58,"192.168.1.4",256577959453491,488609384657
465,58,"192.168.1.4",256577959475232,488609389482
406,58,"192.168.1.10",431478284566391,488609395428
466,58,"192.168.1.4",256577959489232,488609400960
407,58,"192.168.1.10",431478284588372,488609432671
467,58,"192.168.1.4",256577959502973,488609435162
408,58,"192.168.1.10",431478284602169,488609437549
468,58,"192.168.1.4",256577959516899,488609439818
409,58,"192.168.1.10",431478284615724,488609485643
469,58,"192.168.1.4",256577959530454,488609488254
410,58,"192.168.1.10",431478284629132,488609490717
470,58,"192.168.1.4",256577959544102,488609492975
411,58,"192.168.1.10",431478284642446,488609538767
471,58,"192.168.1.4",256577959557899,488609541250
412,58,"192.168.1.10",431478284656632,488609543463
472,59,"192.168.1.4",256577959661140,488609591000
473,59,"192.168.1.4",256577959683491,488609593555
413,59,"192.168.1.10",431478284774687,488609595837
474,59,"192.168.1.4",256577959698028,488609598151
414,59,"192.168.1.10",431478284795928,488609643920
475,59,"192.168.1.4",256577959711788,488609646347
415,59,"192.168.1.10",431478284809502,488609648671
476,59,"192.168.1.4",256577959725658,488609650985
416,59,"192.168.1.10",431478284822650,488609696612
477,59,"192.168.1.4",256577959739417,488609699029
417,59,"192.168.1.10",431478284835817,488609701233
478,59,"192.168.1.4",256577959753325,488609703570
418,59,"192.168.1.10",431478284849076,488609748285
479,59,"192.168.1.4",256577959767121,488609750835
419,59,"192.168.1.10",431478284862335,488609753215
480,60,"192.168.1.4",256577959870825,488609802709
481,60,"192.168.1.4",256577959892195,488609805100
420,60,"192.168.1.10",431478284982928,488609807317
482,60,"192.168.1.4",256577959906343,488609811442
421,60,"192.168.1.10",431478285004243,488609854740
483,60,"192.168.1.4",256577959920121,488609857061
422,60,"192.168.1.10",431478285017780,488609859175
484,60,"192.168.1.4",256577959933880,488609861756
423,60,"192.168.1.10",431478285031243,488609918877
485,60,"192.168.1.4",256577959947584,488609922156
424,60,"192.168.1.10",431478285044650,488609924567
486,60,"192.168.1.4",256577959961417,488609926877
425,60,"192.168.1.10",431478285057854,488609930117
487,60,"192.168.1.4",256577959975102,488609932553
426,60,"192.168.1.10",431478285071076,488609959130
488,61,"192.168.1.4",256577960079232,488610014447
489,61,"192.168.1.4",256577960102195,488610017067
427,61,"192.168.1.10",431478285191409,488610019187
490,61,"192.168.1.4",256577960116973,488610021871
428,61,"192.168.1.10",431478285212613,488610065943
491,61,"192.168.1.4",256577960130936,488610068299
429,61,"192.168.1.10",431478285226761,488610070560
492,61,"192.168.1.4",256577960144880,488610072805
430,61,"192.168.1.10",431478285240409,488610118382
493,61,"192.168.1.4",256577960158621,488610120841
431,61,"192.168.1.10",431478285253835,488610123102
494,61,"192.168.1.4",256577960172473,488610125370
432,61,"192.168.1.10",431478285267169,488610170519
495,61,"192.168.1.4",256577960186325,488610172956
433,61,"192.168.1.10",431478285280465,488610175206
496,62,"192.168.1.4",256577960287251,488610225294
497,62,"192.168.1.4",256577960309714,488610227999
434,62,"192.168.1.10",431478285399632,488610230305
498,62,"192.168.1.4",256577960324084,488610232445
435,62,"192.168.1.10",431478285420817,488610234676
499,62,"192.168.1.4",256577960338158,488610275937
436,62,"192.168.1.10",431478285434354,488610278388
500,62,"192.168.1.4",256577960352028,488610280646
437,62,"192.168.1.10",431478285447835,488610329040
501,62,"192.168.1.4",256577960365788,488610331548
438,62,"192.168.1.10",431478285461113,488610333776
502,62,"192.168.1.4",256577960379677,488610336086
439,62,"192.168.1.10",431478285474391,488610382245
503,62,"192.168.1.4",256577960393491,488610384798
440,62,"192.168.1.10",431478285487761,488610389873
504,63,"192.168.1.4",256577960494973,488610393951
505,63,"192.168.1.4",256577960516732,488610398973
441,63,"192.168.1.10",431478285607780,488610439640
506,63,"192.168.1.4",256577960531232,488610442075
442,63,"192.168.1.10",431478285629354,488610444265
507,63,"192.168.1.4",256577960545065,488610446572
443,63,"192.168.1.10",431478285642909,488610487594
508,63,"192.168.1.4",256577960558843,488610490090
444,63,"192.168.1.10",431478285656409,488610492148
509,63,"192.168.1.4",256577960572658,488610494539
445,63,"192.168.1.10",431478285669798,488610540319
510,63,"192.168.1.4",256577960586584,488610542836
446,63,"192.168.1.10",431478285683002,488610545091
511,63,"192.168.1.4",256577960600436,488610547440
447,63,"192.168.1.10",431478285696428,488610592634
512,64,"192.168.1.4",256577960702954,488610595035
513,64,"192.168.1.4",256577960724658,488610597276
448,64,"192.168.1.10",431478285816094,488610646583
514,64,"192.168.1.4",256577960738769,488610649150
449,64,"192.168.1.10",431478285837632,488610651451
515,64,"192.168.1.4",256577960752584,488610653813
450,64,"192.168.1.10",431478285851391,488610698448
516,64,"192.168.1.4",256577960766325,488610700964
451,64,"192.168.1.10",431478285865761,488610703158
517,64,"192.168.1.4",256577960780177,488610705475
452,64,"192.168.1.10",431478285879187,488610750952
518,64,"192.168.1.4",256577960793899,488610753507
453,64,"192.168.1.10",431478285892613,488610755699
519,64,"192.168.1.4",256577960807584,488610757974
454,64,"192.168.1.10",431478285905891,488610803231
520,65,"192.168.1.4",256577960912362,488610805720
521,65,"192.168.1.4",256577960934825,488610809912
455,65,"192.168.1.10",431478286024243,488610857338
522,65,"192.168.1.4",256577960949584,488610859637
456,65,"192.168.1.10",431478286045780,488610861906
523,65,"192.168.1.4",256577960963380,488610864321
457,65,"192.168.1.10",431478286059094,488610915068
524,65,"192.168.1.4",256577960977251,488610920703
458,65,"192.168.1.10",431478286073094,488610923064
525,65,"192.168.1.4",256577960991028,488610927453
459,65,"192.168.1.10",431478286086446,488610961511
526,65,"192.168.1.4",256577961004825,488610963860
460,65,"192.168.1.10",431478286099872,488610966182
527,65,"192.168.1.4",256577961018825,488610968575
461,65,"192.168.1.10",431478286113206,488611013259
528,66,"192.168.1.4",256577961119788,488611015670
529,66,"192.168.1.4",256577961141343,488611018296
462,66,"192.168.1.10",431478286232706,488611066787
530,66,"192.168.1.4",256577961155751,488611069254
463,66,"192.168.1.10",431478286254057,488611071469
531,66,"192.168.1.4",256577961169788,488611073864
464,66,"192.168.1.10",431478286267706,488611120368
532,66,"192.168.1.4",256577961183880,488611122646
465,66,"192.168.1.10",431478286280946,488611124774
533,66,"192.168.1.4",256577961197751,488611127175
466,66,"192.168.1.10",431478286294206,488611172154
534,66,"192.168.1.4",256577961211436,488611174604
467,66,"192.168.1.10",431478286307372,488611176681
535,66,"192.168.1.4",256577961225047,488611178986
468,66,"192.168.1.10",431478286320761,488611224100
536,67,"192.168.1.4",256577961327899,488611226567
537,67,"192.168.1.4",256577961349528,488611228733
469,67,"192.168.1.10",431478286440909,488611277263
538,67,"192.168.1.4",256577961364380,488611279678
470,67,"192.168.1.10",431478286462335,488611281867
539,67,"192.168.1.4",256577961378325,488611284272
471,67,"192.168.1.10",431478286476280,488611330871
540,67,"192.168.1.4",256577961391991,488611333333
472,67,"192.168.1.10",431478286489983,488611335639
541,67,"192.168.1.4",256577961405825,488611337868
473,67,"192.168.1.10",431478286504632,488611382847
542,67,"192.168.1.4",256577961419751,488611385209
474,67,"192.168.1.10",431478286518094,488611387383
543,67,"192.168.1.4",256577961433528,488611389693
475,67,"192.168.1.10",431478286531576,488611439224
544,68,"192.168.1.4",256577961536177,488611443546
545,68,"192.168.1.4",256577961558325,488611447422
476,68,"192.168.1.10",431478286649557,488611488336
546,68,"192.168.1.4",256577961572306,488611490799
477,68,"192.168.1.10",431478286670835,488611495023
547,68,"192.168.1.4",256577961586158,488611497267
478,68,"192.168.1.10",431478286684391,488611541957
548,68,"192.168.1.4",256577961599954,488611544698
479,68,"192.168.1.10",431478286697724,488611546998
549,68,"192.168.1.4",256577961613788,488611549478
480,68,"192.168.1.10",431478286711113,488611595359
550,68,"192.168.1.4",256577961627621,488611597833
481,68,"192.168.1.10",431478286724594,488611600017
551,68,"192.168.1.4",256577961641436,488611602318
482,68,"192.168.1.10",431478286738094,488611645787
552,69,"192.168.1.4",256577961744343,488611648668
553,69,"192.168.1.4",256577961766084,488611650928
483,69,"192.168.1.10",431478286857539,488611698962
554,69,"192.168.1.4",256577961780825,488611701375
484,69,"192.168.1.10",431478286878780,488611703703
555,69,"192.168.1.4",256577961794714,488611706069
485,69,"192.168.1.10",431478286892261,488611752357
556,69,"192.168.1.4",256577961808454,488611754768
486,69,"192.168.1.10",431478286905743,488611757008
557,69,"192.168.1.4",256577961822158,488611759363
487,69,"192.168.1.10",431478286919002,488611804156
558,69,"192.168.1.4",256577961836065,488611806743
488,69,"192.168.1.10",431478286932928,488611808977
559,69,"192.168.1.4",256577961849695,488611811206
489,69,"192.168.1.10",431478286946261,488611856049
560,70,"192.168.1.4",256577961953917,488611858484
561,70,"192.168.1.4",256577961975769,488611860740
490,70,"192.168.1.10",431478287067335,488611909563
562,70,"192.168.1.4",256577961989899,488611911999
491,70,"192.168.1.10",431478287088761,488611914153
563,70,"192.168.1.4",256577962003862,488611916520
492,70,"192.168.1.10",431478287102539,488611973804
564,70,"192.168.1.4",256577962017454,488611976368
493,70,"192.168.1.10",431478287115891,488611978542
565,70,"192.168.1.4",256577962031214,488611980800
494,70,"192.168.1.10",431478287129243,488611983216
566,70,"192.168.1.4",256577962044917,488611985595
495,70,"192.168.1.10",431478287143335,488612013887
567,70,"192.168.1.4",256577962058751,488612016434
496,70,"192.168.1.10",431478287156557,488612067567
568,71,"192.168.1.4",256577962160788,488612069972
569,71,"192.168.1.4",256577962182825,488612072080
497,71,"192.168.1.10",431478287274483,488612120864
570,71,"192.168.1.4",256577962197565,488612123335
498,71,"192.168.1.10",431478287295891,488612125709
571,71,"192.168.1.4",256577962211584,488612128118
499,71,"192.168.1.10",431478287309539,488612173763
572,71,"192.168.1.4",256577962225473,488612176189
500,71,"192.168.1.10",431478287322965,488612182261
573,71,"192.168.1.4",256577962239121,488612184550
501,71,"192.168.1.10",431478287336317,488612227303
574,71,"192.168.1.4",256577962252880,488612229733
502,71,"192.168.1.10",431478287349446,488612231829
575,71,"192.168.1.4",256577962266640,488612234042
503,71,"192.168.1.10",431478287363354,488612278599
576,72,"192.168.1.4",256577962369473,488612280994
577,72,"192.168.1.4",256577962391288,488612283239
504,72,"192.168.1.10",431478287482409,488612331490
578,72,"192.168.1.4",256577962405547,488612334060
505,72,"192.168.1.10",431478287503854,488612336389
579,72,"192.168.1.4",256577962419491,488612338704
506,72,"192.168.1.10",431478287517372,488612384278
580,72,"192.168.1.4",256577962433491,488612386729
507,72,"192.168.1.10",431478287530835,488612388958
581,72,"192.168.1.4",256577962447565,488612391304
508,72,"192.168.1.10",431478287544132,488612439021
582,72,"192.168.1.4",256577962461640,488612445090
509,72,"192.168.1.10",431478287557446,488612449634
583,72,"192.168.1.4",256577962475640,488612453641
510,72,"192.168.1.10",431478287570854,488612460295
584,73,"192.168.1.4",256577962577417,488612490595
585,73,"192.168.1.4",256577962599028,488612492968
511,73,"192.168.1.10",431478287691057,488612495047
586,73,"192.168.1.4",256577962613769,488612499310
512,73,"192.168.1.10",431478287712483,488612542686
587,73,"192.168.1.4",256577962627788,488612545061
513,73,"192.168.1.10",431478287726057,488612547199
588,73,"192.168.1.4",256577962641565,488612549493
514,73,"192.168.1.10",431478287739650,488612595190
589,73,"192.168.1.4",256577962655454,488612597678
515,73,"192.168.1.10",431478287753076,488612599797
590,73,"192.168.1.4",256577962669121,488612602118
516,73,"192.168.1.10",431478287766502,488612647962
591,73,"192.168.1.4",256577962682880,488612650408
517,73,"192.168.1.10",431478287780354,488612652613
592,74,"192.168.1.4",256577962786047,488612700577
593,74,"192.168.1.4",256577962808214,488612703024
518,74,"192.168.1.10",431478287899409,488612705138
594,74,"192.168.1.4",256577962822158,488612707508
519,74,"192.168.1.10",431478287920354,488612753208
595,74,"192.168.1.4",256577962836065,488612755748
520,74,"192.168.1.10",431478287933761,488612758231
596,74,"192.168.1.4",256577962849769,488612760501
521,74,"192.168.1.10",431478287947076,488612805879
597,74,"192.168.1.4",256577962863473,488612808361
522,74,"192.168.1.10",431478287960280,488612810600
598,74,"192.168.1.4",256577962877343,488612812878
523,74,"192.168.1.10",431478287973594,488612858727
599,74,"192.168.1.4",256577962891084,488612861293
524,74,"192.168.1.10",431478287986780,488612863618
600,75,"192.168.1.4",256577962995454,488612911451
601,75,"192.168.1.4",256577963017084,488612913888
602,75,"192.168.1.4",256577963031399,488612916147
603,75,"192.168.1.4",256577963045362,488612918496
525,75,"192.168.1.10",431478288128761,488612969885
604,75,"192.168.1.4",256577963059158,488612974162
526,75,"192.168.1.10",431478288151632,488612978700
605,75,"192.168.1.4",256577963073288,488612984242
527,75,"192.168.1.10",431478288165594,488613016566
606,75,"192.168.1.4",256577963087121,488613019015
528,75,"192.168.1.10",431478288179132,488613021409
607,75,"192.168.1.4",256577963101140,488613023563
529,75,"192.168.1.10",431478288192502,488613068325
530,75,"192.168.1.10",431478288205761,488613070761
531,75,"192.168.1.10",431478288219039,488613073084
608,76,"192.168.1.4",256577963202825,488613122746
609,76,"192.168.1.4",256577963224640,488613125211
532,76,"192.168.1.10",431478288315983,488613127551
610,76,"192.168.1.4",256577963238954,488613129869
533,76,"192.168.1.10",431478288337539,488613174722
611,76,"192.168.1.4",256577963252788,488613177138
534,76,"192.168.1.10",431478288350965,488613181529
612,76,"192.168.1.4",256577963266788,488613183943
535,76,"192.168.1.10",431478288364465,488613227862
613,76,"192.168.1.4",256577963280880,488613230373
536,76,"192.168.1.10",431478288377872,488613232485
614,76,"192.168.1.4",256577963294862,488613234821
537,76,"192.168.1.10",431478288391224,488613279279
615,76,"192.168.1.4",256577963308640,488613281811
538,76,"192.168.1.10",431478288404520,488613284025
616,77,"192.168.1.4",256577963411084,488613333644
617,77,"192.168.1.4",256577963433288,488613336108
539,77,"192.168.1.10",431478288524020,488613338303
618,77,"192.168.1.4",256577963447973,488613340668
540,77,"192.168.1.10",431478288545576,488613385460
